1286744,羊骨头,1189,肉禽蛋,1207,羊肉类,10.5,11.0,10.75,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286743,羊腩,1189,肉禽蛋,1207,羊肉类,23.0,24.0,23.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286742,羊里脊,1189,肉禽蛋,1207,羊肉类,33.0,33.0,33.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286741,淘汰鸡,1189,肉禽蛋,1208,禽蛋类,11.0,11.0,11.0,,干净膛,斤,2022-05-31 00:00:00,,138,,admin,,,
1286740,淘汰鸡,1189,肉禽蛋,1208,禽蛋类,10.5,10.5,10.5,,净膛,斤,2022-05-31 00:00:00,,138,,admin,,,
1286739,仔鸡,1189,肉禽蛋,1208,禽蛋类,8.0,8.0,8.0,,净膛,斤,2022-05-31 00:00:00,,138,,admin,,,
1286738,肉鸡,1189,肉禽蛋,1208,禽蛋类,7.5,7.5,7.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286737,鸡胸,1189,肉禽蛋,1208,禽蛋类,7.5,7.5,7.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286736,鸡翅,1189,肉禽蛋,1208,禽蛋类,11.5,12.0,11.75,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286735,鸡翅尖,1189,肉禽蛋,1208,禽蛋类,7.0,7.5,7.25,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286734,鸡翅中,1189,肉禽蛋,1208,禽蛋类,24.0,24.0,24.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286733,鸡翅根,1189,肉禽蛋,1208,禽蛋类,8.8,9.0,8.9,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286732,鸡边腿,1189,肉禽蛋,1208,禽蛋类,7.0,7.5,7.25,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286731,鸡排腿,1189,肉禽蛋,1208,禽蛋类,8.0,8.0,8.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286730,鸡琵琶腿,1189,肉禽蛋,1208,禽蛋类,8.5,8.8,8.65,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286729,鸡胗,1189,肉禽蛋,1208,禽蛋类,13.0,18.0,15.5,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286728,鸡爪,1189,肉禽蛋,1208,禽蛋类,22.0,22.0,22.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286727,鸡心,1189,肉禽蛋,1208,禽蛋类,6.3,6.5,6.4,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286726,鸡肝,1189,肉禽蛋,1208,禽蛋类,3.0,3.0,3.0,,,斤,2022-05-31 00:00:00,,138,,admin,,,
1286725,鸡脖子,1189,肉禽蛋,1208,禽蛋类,5.5,5.5,5.5,,去皮,斤,2022-05-31 00:00:00,,138,,admin,,,
